Date,Symbol,Strategy,Strike,Contracts Bought,Cost,Exposure Achieved,Meets Exposure Requirement
4/19/2024,IWM,Buy Everything,203.0,6255.0,25020.0,0.0,
4/19/2024,IWM,Buy Everything,204.0,5825.0,17475.0,0.0,
4/19/2024,IWM,Buy Everything,205.0,3493.0,6986.0,0.0,
4/19/2024,IWM,Buy Everything,206.0,3788.0,7576.0,0.0,
4/19/2024,IWM,Buy Everything,207.0,3774.0,7548.0,0.0,
4/19/2024,IWM,Buy Everything,208.0,2315.0,4630.0,0.0,
4/19/2024,IWM,Buy Everything,209.0,3249.0,6498.0,0.0,
4/19/2024,IWM,Buy Everything,210.0,3596.0,7192.0,0.0,
4/19/2024,IWM,Buy Everything,211.0,3179.0,6358.0,0.0,
4/19/2024,IWM,Buy Everything,212.0,2119.0,2119.0,0.0,
4/19/2024,IWM,Buy Everything,213.0,1863.0,1863.0,0.0,
4/19/2024,IWM,Buy Everything,214.0,2062.0,2062.0,0.0,
4/19/2024,IWM,Buy Everything,215.0,2252.0,2252.0,0.0,
4/19/2024,IWM,Buy Everything,220.0,1524.0,1524.0,0.0,
4/19/2024,IWM,Buy Everything,230.0,2108.0,2108.0,0.0,
4/19/2024,IWM,Buy Everything,240.0,2135.0,2135.0,0.0,
4/19/2024,IWM,Buy Everything,250.0,1714.0,1714.0,0.0,
4/19/2024,IWM,Buy Everything,260.0,2021.0,2021.0,0.0,
4/19/2024,IWM,Buy Everything,194.0,849.0,153669.0,517299.0960000002,
4/19/2024,IWM,Buy Everything,195.0,655.0,90390.0,333594.1200000001,
4/19/2024,IWM,Buy Everything,196.0,644.0,65688.0,263591.7760000001,
4/19/2024,IWM,Buy Everything,197.0,1297.0,95978.0,401167.28800000023,
4/19/2024,IWM,Buy Everything,198.0,1717.0,89284.0,359374.96800000034,
4/19/2024,IWM,Buy Everything,199.0,5536.0,199296.0,605106.9440000011,
4/19/2024,IWM,Buy Everything,200.0,4479.0,111975.0,41672.6160000009,
4/19/2024,IWM,Buy Everything,201.0,5031.0,85527.0,0.0,
4/19/2024,IWM,Buy Everything,202.0,5246.0,62952.0,0.0,
4/19/2024,IWM,Buy Everything,203.0,6205.0,43435.00000000001,0.0,
4/19/2024,IWM,Buy Everything,204.0,5979.0,29895.0,0.0,
4/19/2024,IWM,Buy Everything,205.0,2497.0,9988.0,0.0,
4/19/2024,IWM,Buy Everything,210.0,2077.0,4154.0,0.0,
4/19/2024,IWM,Buy Everything,220.0,428.0,428.0,0.0,
4/19/2024,IWM,Buy Everything,230.0,494.0,494.0,0.0,
4/19/2024,IWM,Buy Everything,240.0,471.0,471.0,0.0,
4/19/2024,IWM,Buy Everything,250.0,449.0,449.0,0.0,
4/19/2024,IWM,Buy Everything,194.0,1271.0,265639.0,774425.3840000003,
4/19/2024,IWM,Buy Everything,195.0,514.0,83782.0,261782.2560000001,
4/19/2024,IWM,Buy Everything,196.0,1646.0,209042.0,673714.3840000003,
4/19/2024,IWM,Buy Everything,197.0,1876.0,180096.0,580254.3040000004,
4/19/2024,IWM,Buy Everything,197.5,2209.0,181138.0,572802.5360000004,
4/19/2024,IWM,Buy Everything,198.0,2431.0,170170.0,508818.0240000005,
4/19/2024,IWM,Buy Everything,199.0,2148.0,109548.0,234784.99200000043,
4/19/2024,IWM,Buy Everything,200.0,1993.0,73741.0,18542.8720000004,
4/19/2024,IWM,Buy Everything,201.0,1939.0,48475.0,0.0,
4/19/2024,IWM,Buy Everything,202.0,2295.0,41310.0,0.0,
4/19/2024,IWM,Buy Everything,202.5,1262.0,18930.0,0.0,
4/19/2024,IWM,Buy Everything,203.0,258.0,3354.0,0.0,
4/19/2024,IWM,Buy Everything,204.0,430.0,3440.0,0.0,
4/19/2024,IWM,Buy Everything,205.0,1073.0,6438.0,0.0,
4/19/2024,IWM,Buy Everything,206.0,2445.0,12225.0,0.0,
4/19/2024,IWM,Buy Everything,207.0,1384.0,5536.0,0.0,
4/19/2024,IWM,Buy Everything,207.5,813.0,2439.0,0.0,
4/19/2024,IWM,Buy Everything,208.0,1400.0,4200.0,0.0,
4/19/2024,IWM,Buy Everything,209.0,2930.0,8790.0,0.0,
4/19/2024,IWM,Buy Everything,210.0,2389.0,4778.0,0.0,
4/19/2024,IWM,Buy Everything,211.0,975.0,1950.0,0.0,
4/19/2024,IWM,Buy Everything,212.0,813.0,1626.0,0.0,
4/19/2024,IWM,Buy Everything,212.5,812.0,1624.0,0.0,
4/19/2024,IWM,Buy Everything,213.0,792.0,1584.0,0.0,
4/19/2024,IWM,Buy Everything,214.0,881.0,1762.0,0.0,
4/19/2024,IWM,Buy Everything,215.0,1124.0,2248.0,0.0,
4/19/2024,IWM,Buy Everything,216.0,1320.0,2640.0,0.0,
4/19/2024,IWM,Buy Everything,217.0,1436.0,2872.0,0.0,
4/19/2024,IWM,Buy Everything,217.5,1404.0,2808.0,0.0,
4/19/2024,IWM,Buy Everything,218.0,1259.0,2518.0,0.0,
4/19/2024,IWM,Buy Everything,219.0,1209.0,1209.0,0.0,
4/19/2024,IWM,Buy Everything,220.0,1266.0,1266.0,0.0,
4/19/2024,IWM,Buy Everything,221.0,356.0,356.0,0.0,
4/19/2024,IWM,Buy Everything,222.0,175.0,175.0,0.0,
4/19/2024,IWM,Buy Everything,222.5,288.0,288.0,0.0,
4/19/2024,IWM,Buy Everything,223.0,440.0,440.0,0.0,
4/19/2024,IWM,Buy Everything,224.0,631.0,631.0,0.0,
4/19/2024,IWM,Buy Everything,225.0,632.0,632.0,0.0,
4/19/2024,IWM,Buy Everything,230.0,609.0,609.0,0.0,
4/19/2024,IWM,Buy Everything,235.0,596.0,596.0,0.0,
4/19/2024,IWM,Buy Everything,240.0,581.0,581.0,0.0,
4/19/2024,IWM,Buy Everything,245.0,567.0,567.0,0.0,
4/19/2024,IWM,Buy Everything,250.0,555.0,555.0,0.0,
4/19/2024,IWM,Buy Everything,255.0,542.0,542.0,0.0,
4/19/2024,IWM,Buy Everything,260.0,537.0,537.0,0.0,
4/19/2024,IWM,Buy Everything,265.0,536.0,536.0,0.0,
4/19/2024,IWM,Buy Everything,270.0,535.0,535.0,0.0,
4/19/2024,IWM,Buy Everything,275.0,534.0,534.0,0.0,
4/19/2024,IWM,Buy Everything,280.0,533.0,533.0,0.0,
4/19/2024,IWM,Buy Everything,285.0,532.0,532.0,0.0,
4/19/2024,IWM,Buy Everything,290.0,531.0,531.0,0.0,
4/19/2024,IWM,Buy Everything,295.0,530.0,530.0,0.0,
4/19/2024,IWM,Buy Everything,300.0,529.0,529.0,0.0,
4/19/2024,IWM,Buy Everything,194.0,843.0,198105.0,513643.2720000002,
4/19/2024,IWM,Buy Everything,195.0,599.0,113211.0,305073.09600000014,
4/19/2024,IWM,Buy Everything,196.0,809.0,121350.0,331126.93600000016,
4/19/2024,IWM,Buy Everything,197.0,796.0,93132.0,246205.98400000017,
4/19/2024,IWM,Buy Everything,198.0,641.0,57690.0,134163.86400000012,
4/19/2024,IWM,Buy Everything,199.0,740.0,49580.0,80884.96000000015,
4/19/2024,IWM,Buy Everything,200.0,642.0,32100.0,5973.168000000129,
4/19/2024,IWM,Buy Everything,201.0,1951.0,72187.0,0.0,
4/19/2024,IWM,Buy Everything,202.0,1350.0,36450.0,0.0,
4/19/2024,IWM,Buy Everything,203.0,2033.0,38627.0,0.0,
4/19/2024,IWM,Buy Everything,204.0,1182.0,16548.0,0.0,
4/19/2024,IWM,Buy Everything,205.0,1862.0,16758.0,0.0,
4/19/2024,IWM,Buy Everything,206.0,1772.0,12404.000000000002,0.0,
4/19/2024,IWM,Buy Everything,207.0,1736.0,8680.0,0.0,
4/19/2024,IWM,Buy Everything,208.0,1751.0,7004.0,0.0,
4/19/2024,IWM,Buy Everything,209.0,2023.0,6069.0,0.0,
4/19/2024,IWM,Buy Everything,210.0,2012.0,6036.0,0.0,
4/19/2024,IWM,Buy Everything,220.0,513.0,513.0,0.0,
4/19/2024,IWM,Buy Everything,230.0,1702.0,1702.0,0.0,
4/19/2024,IWM,Buy Everything,240.0,459.0,459.0,0.0,
4/19/2024,IWM,Buy Everything,250.0,573.0,573.0,0.0,
4/19/2024,IWM,Buy Everything,194.0,957.0,244992.0,583103.9280000002,
4/19/2024,IWM,Buy Everything,195.0,849.0,177441.0,432399.0960000002,
4/19/2024,IWM,Buy Everything,196.0,1006.0,170014.0,411759.8240000002,
4/19/2024,IWM,Buy Everything,197.0,992.0,133920.0,306829.5680000002,
4/19/2024,IWM,Buy Everything,198.0,977.0,103562.0,204490.0080000002,
4/19/2024,IWM,Buy Everything,199.0,913.0,73953.0,99794.55200000019,
4/19/2024,IWM,Buy Everything,200.0,1005.0,62310.0,9350.520000000202,
4/19/2024,IWM,Buy Everything,201.0,1852.0,85192.0,0.0,
4/19/2024,IWM,Buy Everything,202.0,1421.0,48314.0,0.0,
4/19/2024,IWM,Buy Everything,203.0,1806.0,45150.0,0.0,
4/19/2024,IWM,Buy Everything,204.0,1296.0,24624.0,0.0,
4/19/2024,IWM,Buy Everything,205.0,1875.0,26250.000000000004,0.0,
4/19/2024,IWM,Buy Everything,206.0,1784.0,17840.0,0.0,
4/19/2024,IWM,Buy Everything,207.0,1748.0,12236.000000000002,0.0,
4/19/2024,IWM,Buy Everything,210.0,2025.0,8100.0,0.0,
4/19/2024,IWM,Buy Everything,220.0,516.0,1032.0,0.0,
4/19/2024,IWM,Buy Everything,230.0,1714.0,1714.0,0.0,
4/19/2024,IWM,Buy Everything,240.0,462.0,462.0,0.0,
4/19/2024,IWM,Buy Everything,250.0,577.0,577.0,0.0,
4/19/2024,IWM,Buy Everything,194.0,1071.0,312732.0,652564.5840000003,
4/19/2024,IWM,Buy Everything,195.0,1099.0,269255.0,559725.0960000003,
4/19/2024,IWM,Buy Everything,196.0,1202.0,244005.99999999997,491983.4080000002,
4/19/2024,IWM,Buy Everything,197.0,1189.0,198563.0,367762.45600000024,
4/19/2024,IWM,Buy Everything,198.0,1312.0,177120.0,274606.8480000003,
4/19/2024,IWM,Buy Everything,199.0,1085.0,117180.00000000001,118594.84000000021,
4/19/2024,IWM,Buy Everything,200.0,1369.0,116365.0,12737.176000000276,
4/19/2024,IWM,Buy Everything,201.0,1752.0,117384.0,0.0,
4/19/2024,IWM,Buy Everything,202.0,1492.0,77584.0,0.0,
4/19/2024,IWM,Buy Everything,203.0,1579.0,61581.0,0.0,
4/19/2024,IWM,Buy Everything,204.0,1410.0,42300.0,0.0,
4/19/2024,IWM,Buy Everything,210.0,2038.0,12228.0,0.0,
4/19/2024,IWM,Buy Everything,220.0,520.0,1040.0,0.0,
4/19/2024,IWM,Buy Everything,230.0,1725.0,1725.0,0.0,
4/19/2024,IWM,Buy Everything,240.0,465.0,465.0,0.0,
4/19/2024,IWM,Buy Everything,194.0,1185.0,370905.0,722025.2400000002,
4/19/2024,IWM,Buy Everything,195.0,1349.0,358834.0,687051.0960000003,
4/19/2024,IWM,Buy Everything,196.0,1399.0,311977.0,572616.2960000003,
4/19/2024,IWM,Buy Everything,197.0,1385.0,254840.0,428386.04000000027,
4/19/2024,IWM,Buy Everything,198.0,1648.0,248848.0,344932.9920000003,
4/19/2024,IWM,Buy Everything,199.0,1258.0,154734.0,137504.43200000026,
4/19/2024,IWM,Buy Everything,200.0,1733.0,171567.0,16123.832000000348,
4/19/2024,IWM,Buy Everything,201.0,1653.0,130587.0,0.0,
4/19/2024,IWM,Buy Everything,202.0,1564.0,96968.0,0.0,
4/19/2024,IWM,Buy Everything,203.0,1351.0,64848.0,0.0,
4/19/2024,IWM,Buy Everything,204.0,1524.0,56388.0,0.0,
4/19/2024,IWM,Buy Everything,205.0,1899.0,55070.99999999999,0.0,
4/19/2024,IWM,Buy Everything,210.0,2052.0,16416.0,0.0,
4/19/2024,IWM,Buy Everything,220.0,523.0,1046.0,0.0,
4/19/2024,IWM,Buy Everything,230.0,1736.0,1736.0,0.0,
4/19/2024,IWM,Buy Everything,240.0,468.0,468.0,0.0,
4/19/2024,IWM,Buy Everything,250.0,584.0,584.0,0.0,
4/19/2024,IWM,Buy Everything,194.0,1185.0,400530.0,722025.2400000002,
4/19/2024,IWM,Buy Everything,195.0,1349.0,391210.0,687051.0960000003,
4/19/2024,IWM,Buy Everything,196.0,1399.0,344154.0,572616.2960000003,
4/19/2024,IWM,Buy Everything,197.0,1385.0,286695.0,428386.04000000027,
4/19/2024,IWM,Buy Everything,197.5,1543.0,291627.0,400106.07200000033,
4/19/2024,IWM,Buy Everything,198.0,1648.0,283456.0,344932.9920000003,
4/19/2024,IWM,Buy Everything,199.0,1258.0,178636.0,137504.43200000026,
4/19/2024,IWM,Buy Everything,200.0,1733.0,201028.0,16123.832000000348,
4/19/2024,IWM,Buy Everything,201.0,1653.0,155382.0,0.0,
4/19/2024,IWM,Buy Everything,202.0,1564.0,117300.0,0.0,
4/19/2024,IWM,Buy Everything,202.5,1449.0,97083.0,0.0,
4/19/2024,IWM,Buy Everything,203.0,1351.0,81060.0,0.0,
4/19/2024,IWM,Buy Everything,204.0,1525.0,71675.0,0.0,
4/19/2024,IWM,Buy Everything,205.0,1905.0,70485.0,0.0,
4/19/2024,IWM,Buy Everything,206.0,1813.0,52577.0,0.0,
4/19/2024,IWM,Buy Everything,207.0,1776.0,40848.0,0.0,
4/19/2024,IWM,Buy Everything,207.5,1670.0,33400.0,0.0,
4/19/2024,IWM,Buy Everything,208.0,1792.0,32256.0,0.0,
4/19/2024,IWM,Buy Everything,209.0,2069.0,28966.000000000004,0.0,
4/19/2024,IWM,Buy Everything,210.0,2058.0,20580.0,0.0,
4/19/2024,IWM,Buy Everything,211.0,1425.0,11400.0,0.0,
4/19/2024,IWM,Buy Everything,212.0,1400.0,9800.000000000002,0.0,
4/19/2024,IWM,Buy Everything,212.5,1964.0,11784.0,0.0,
4/19/2024,IWM,Buy Everything,213.0,1595.0,7975.0,0.0,
4/19/2024,IWM,Buy Everything,214.0,1878.0,7512.0,0.0,
4/19/2024,IWM,Buy Everything,215.0,1236.0,4944.0,0.0,
4/19/2024,IWM,Buy Everything,216.0,688.0,2752.0,0.0,
4/19/2024,IWM,Buy Everything,217.0,886.0,2658.0,0.0,
4/19/2024,IWM,Buy Everything,217.5,1026.0,3078.0,0.0,
4/19/2024,IWM,Buy Everything,218.0,1357.0,4071.0,0.0,
4/19/2024,IWM,Buy Everything,219.0,486.0,1458.0,0.0,
4/19/2024,IWM,Buy Everything,220.0,525.0,1050.0,0.0,
4/19/2024,IWM,Buy Everything,221.0,777.0,1554.0,0.0,
4/19/2024,IWM,Buy Everything,222.0,964.0,1928.0,0.0,
4/19/2024,IWM,Buy Everything,222.5,1062.0,2124.0,0.0,
4/19/2024,IWM,Buy Everything,223.0,1157.0,2314.0,0.0,
4/19/2024,IWM,Buy Everything,224.0,308.0,616.0,0.0,
4/19/2024,IWM,Buy Everything,225.0,943.0,1886.0,0.0,
4/19/2024,IWM,Buy Everything,230.0,1741.0,1741.0,0.0,
4/19/2024,IWM,Buy Everything,235.0,521.0,521.0,0.0,
4/19/2024,IWM,Buy Everything,240.0,470.0,470.0,0.0,
4/19/2024,IWM,Buy Everything,245.0,586.0,586.0,0.0,
4/19/2024,IWM,Buy Everything,250.0,586.0,586.0,0.0,
4/19/2024,IWM,Buy Everything,255.0,586.0,586.0,0.0,
4/19/2024,IWM,Buy Everything,260.0,552.0,552.0,0.0,
4/19/2024,IWM,Buy Everything,265.0,496.0,496.0,0.0,
4/19/2024,IWM,Buy Everything,270.0,441.0,441.0,0.0,
4/19/2024,IWM,Buy Everything,275.0,385.0,385.0,0.0,
4/19/2024,IWM,Buy Everything,280.0,329.0,329.0,0.0,
4/19/2024,IWM,Buy Everything,285.0,274.0,274.0,0.0,
4/19/2024,IWM,Buy Everything,290.0,218.0,218.0,0.0,
4/19/2024,IWM,Buy Everything,295.0,164.0,164.0,0.0,
4/19/2024,IWM,Buy Everything,300.0,109.0,109.0,0.0,
4/19/2024,QQQ,Buy Everything,415.0,156.0,34320.0,259750.13999999888,
4/19/2024,QQQ,Buy Everything,416.0,156.0,26988.0,244150.13999999888,
4/19/2024,QQQ,Buy Everything,417.0,242.0,32186.0,354545.72999999824,
4/19/2024,QQQ,Buy Everything,418.0,414.0,41814.0,565136.909999997,
4/19/2024,QQQ,Buy Everything,419.0,585.0,43875.0,740063.0249999958,
4/19/2024,QQQ,Buy Everything,420.0,604.0,33824.0,703699.2599999956,
4/19/2024,QQQ,Buy Everything,421.0,617.0,24680.0,657145.1049999956,
4/19/2024,QQQ,Buy Everything,422.0,545.0,15804.999999999998,525960.4249999961,
4/19/2024,QQQ,Buy Everything,423.0,497.0,10934.0,429937.3049999964,
4/19/2024,QQQ,Buy Everything,424.0,838.0,14246.000000000002,641124.4699999939,
4/19/2024,QQQ,Buy Everything,425.0,1065.0,13845.0,708294.2249999923,
4/19/2024,QQQ,Buy Everything,426.0,996.0,9960.0,562804.7399999928,
4/19/2024,QQQ,Buy Everything,427.0,893.0,7144.0,415303.0449999935,
4/19/2024,QQQ,Buy Everything,428.0,1073.0,6438.0,391714.74499999225,
4/19/2024,QQQ,Buy Everything,429.0,1343.0,6715.0,355982.2949999903,
4/19/2024,QQQ,Buy Everything,430.0,1905.0,9525.0,314448.8249999862,
4/19/2024,QQQ,Buy Everything,431.0,2467.0,9868.0,160515.3549999822,
4/19/2024,QQQ,Buy Everything,432.0,3279.0,13116.0,0.0,
4/19/2024,QQQ,Buy Everything,433.0,3810.0,11430.0,0.0,
4/19/2024,QQQ,Buy Everything,434.0,4245.0,12735.0,0.0,
4/19/2024,QQQ,Buy Everything,435.0,4415.0,13245.0,0.0,
4/19/2024,QQQ,Buy Everything,436.0,4144.0,12432.0,0.0,
4/19/2024,QQQ,Buy Everything,437.0,3076.0,9228.0,0.0,
4/19/2024,QQQ,Buy Everything,438.0,2855.0,5710.0,0.0,
4/19/2024,QQQ,Buy Everything,439.0,3261.0,6522.0,0.0,
4/19/2024,QQQ,Buy Everything,440.0,3501.0,7002.0,0.0,
4/19/2024,QQQ,Buy Everything,441.0,3814.0,7628.0,0.0,
4/19/2024,QQQ,Buy Everything,442.0,3911.0,7822.0,0.0,
4/19/2024,QQQ,Buy Everything,443.0,3896.0,7792.0,0.0,
4/19/2024,QQQ,Buy Everything,444.0,3961.0,7922.0,0.0,
4/19/2024,QQQ,Buy Everything,445.0,4119.0,8238.0,0.0,
4/19/2024,QQQ,Buy Everything,446.0,5472.0,5472.0,0.0,
4/19/2024,QQQ,Buy Everything,447.0,7860.0,15720.0,0.0,
4/19/2024,QQQ,Buy Everything,448.0,10248.0,10248.0,0.0,
4/19/2024,QQQ,Buy Everything,449.0,9268.0,9268.0,0.0,
4/19/2024,QQQ,Buy Everything,450.0,8615.0,8615.0,0.0,
4/19/2024,QQQ,Buy Everything,451.0,6295.0,6295.0,0.0,
4/19/2024,QQQ,Buy Everything,452.0,4749.0,4749.0,0.0,
4/19/2024,QQQ,Buy Everything,453.0,5630.0,5630.0,0.0,
4/19/2024,QQQ,Buy Everything,454.0,6952.0,6952.0,0.0,
4/19/2024,QQQ,Buy Everything,455.0,6998.0,6998.0,0.0,
4/19/2024,QQQ,Buy Everything,456.0,7067.0,7067.0,0.0,
4/19/2024,QQQ,Buy Everything,457.0,8696.0,8696.0,0.0,
4/19/2024,QQQ,Buy Everything,458.0,11138.0,11138.0,0.0,
4/19/2024,QQQ,Buy Everything,459.0,11310.0,11310.0,0.0,
4/19/2024,QQQ,Buy Everything,460.0,11481.0,11481.0,0.0,
4/19/2024,QQQ,Buy Everything,461.0,9785.0,9785.0,0.0,
4/19/2024,QQQ,Buy Everything,462.0,8003.0,8003.0,0.0,
4/19/2024,QQQ,Buy Everything,463.0,6613.0,6613.0,0.0,
4/19/2024,QQQ,Buy Everything,464.0,6114.0,6114.0,0.0,
4/19/2024,QQQ,Buy Everything,465.0,5616.0,5616.0,0.0,
4/19/2024,QQQ,Buy Everything,466.0,4867.0,4867.0,0.0,
4/19/2024,QQQ,Buy Everything,467.0,4733.0,4733.0,0.0,
4/19/2024,QQQ,Buy Everything,468.0,5078.0,5078.0,0.0,
4/19/2024,QQQ,Buy Everything,469.0,5307.0,5307.0,0.0,
4/19/2024,QQQ,Buy Everything,470.0,5537.0,5537.0,0.0,
4/19/2024,QQQ,Buy Everything,471.0,5813.0,5813.0,0.0,
4/19/2024,QQQ,Buy Everything,472.0,5906.0,5906.0,0.0,
4/19/2024,QQQ,Buy Everything,473.0,6045.0,6045.0,0.0,
4/19/2024,QQQ,Buy Everything,474.0,6137.0,6137.0,0.0,
4/19/2024,QQQ,Buy Everything,475.0,6303.0,6303.0,0.0,
4/19/2024,QQQ,Buy Everything,476.0,6450.0,6450.0,0.0,
4/19/2024,QQQ,Buy Everything,477.0,6597.0,6597.0,0.0,
4/19/2024,QQQ,Buy Everything,478.0,6818.0,6818.0,0.0,
4/19/2024,QQQ,Buy Everything,479.0,6965.0,6965.0,0.0,
4/19/2024,QQQ,Buy Everything,480.0,6649.0,6649.0,0.0,
4/19/2024,QQQ,Buy Everything,481.0,6439.0,6439.0,0.0,
4/19/2024,QQQ,Buy Everything,482.0,6229.0,6229.0,0.0,
4/19/2024,QQQ,Buy Everything,483.0,5913.0,5913.0,0.0,
4/19/2024,QQQ,Buy Everything,484.0,5866.0,5866.0,0.0,
4/19/2024,QQQ,Buy Everything,485.0,5795.0,5795.0,0.0,
4/19/2024,QQQ,Buy Everything,486.0,5794.0,5794.0,0.0,
4/19/2024,QQQ,Buy Everything,487.0,5793.0,5793.0,0.0,
4/19/2024,QQQ,Buy Everything,488.0,5792.0,5792.0,0.0,
4/19/2024,QQQ,Buy Everything,489.0,5792.0,5792.0,0.0,
4/19/2024,QQQ,Buy Everything,490.0,5791.0,5791.0,0.0,
4/19/2024,QQQ,Buy Everything,491.0,5790.0,5790.0,0.0,
4/19/2024,QQQ,Buy Everything,492.0,5789.0,5789.0,0.0,
4/19/2024,QQQ,Buy Everything,493.0,5788.0,5788.0,0.0,
4/19/2024,QQQ,Buy Everything,494.0,5787.0,5787.0,0.0,
4/19/2024,QQQ,Buy Everything,495.0,5786.0,5786.0,0.0,
4/19/2024,QQQ,Buy Everything,496.0,5786.0,5786.0,0.0,
4/19/2024,QQQ,Buy Everything,497.0,5785.0,5785.0,0.0,
4/19/2024,QQQ,Buy Everything,498.0,5784.0,5784.0,0.0,
4/19/2024,QQQ,Buy Everything,499.0,5783.0,5783.0,0.0,
4/19/2024,QQQ,Buy Everything,500.0,5782.0,5782.0,0.0,
4/19/2024,QQQ,Buy Everything,505.0,5778.0,5778.0,0.0,
4/19/2024,QQQ,Buy Everything,415.0,259.0,80290.0,431251.83499999816,
4/19/2024,QQQ,Buy Everything,416.0,259.0,67599.0,405351.83499999816,
4/19/2024,QQQ,Buy Everything,417.0,333.0,72594.0,487866.6449999976,
4/19/2024,QQQ,Buy Everything,418.0,480.0,87360.0,655231.1999999966,
4/19/2024,QQQ,Buy Everything,419.0,627.0,92169.0,793195.7549999955,
4/19/2024,QQQ,Buy Everything,420.0,649.0,77231.0,756127.1849999953,
4/19/2024,QQQ,Buy Everything,421.0,663.0,63648.0,706138.0949999952,
4/19/2024,QQQ,Buy Everything,422.0,660.0,50820.0,636942.8999999953,
4/19/2024,QQQ,Buy Everything,423.0,658.0,40138.0,569212.7699999952,
4/19/2024,QQQ,Buy Everything,424.0,974.0,46752.0,745173.309999993,
4/19/2024,QQQ,Buy Everything,425.0,1184.0,43808.0,787436.9599999915,
4/19/2024,QQQ,Buy Everything,426.0,1077.0,31232.999999999996,608575.0049999922,
4/19/2024,QQQ,Buy Everything,427.0,917.0,21091.0,426464.6049999934,
4/19/2024,QQQ,Buy Everything,428.0,1059.0,20121.0,386603.83499999234,
4/19/2024,QQQ,Buy Everything,429.0,1273.0,19095.0,337427.7449999908,
4/19/2024,QQQ,Buy Everything,430.0,1820.0,21840.0,300418.29999998683,
4/19/2024,QQQ,Buy Everything,431.0,2366.0,21294.0,153943.78999998292,
4/19/2024,QQQ,Buy Everything,432.0,2843.0,22744.0,0.0,
4/19/2024,QQQ,Buy Everything,433.0,3046.0,18276.0,0.0,
4/19/2024,QQQ,Buy Everything,434.0,3288.0,19728.0,0.0,
4/19/2024,QQQ,Buy Everything,435.0,3429.0,17145.0,0.0,
4/19/2024,QQQ,Buy Everything,436.0,3307.0,13228.0,0.0,
4/19/2024,QQQ,Buy Everything,437.0,2727.0,10908.0,0.0,
4/19/2024,QQQ,Buy Everything,438.0,2547.0,10188.0,0.0,
4/19/2024,QQQ,Buy Everything,439.0,2588.0,7764.0,0.0,
4/19/2024,QQQ,Buy Everything,440.0,2889.0,8667.0,0.0,
4/19/2024,QQQ,Buy Everything,441.0,3753.0,11259.0,0.0,
4/19/2024,QQQ,Buy Everything,442.0,4234.0,12702.0,0.0,
4/19/2024,QQQ,Buy Everything,443.0,4621.0,13863.0,0.0,
4/19/2024,QQQ,Buy Everything,444.0,5115.0,10230.0,0.0,
4/19/2024,QQQ,Buy Everything,445.0,5329.0,10658.0,0.0,
4/19/2024,QQQ,Buy Everything,446.0,6348.0,12696.0,0.0,
4/19/2024,QQQ,Buy Everything,447.0,7955.0,15910.0,0.0,
4/19/2024,QQQ,Buy Everything,448.0,9563.0,19126.0,0.0,
4/19/2024,QQQ,Buy Everything,449.0,8109.0,16218.0,0.0,
4/19/2024,QQQ,Buy Everything,450.0,7139.0,14278.0,0.0,
4/19/2024,QQQ,Buy Everything,451.0,6208.0,12416.0,0.0,
4/19/2024,QQQ,Buy Everything,452.0,5588.0,11176.0,0.0,
4/19/2024,QQQ,Buy Everything,453.0,5778.0,11556.0,0.0,
4/19/2024,QQQ,Buy Everything,454.0,6064.0,12128.0,0.0,
4/19/2024,QQQ,Buy Everything,455.0,5963.0,5963.0,0.0,
4/19/2024,QQQ,Buy Everything,456.0,5811.0,5811.0,0.0,
4/19/2024,QQQ,Buy Everything,457.0,7157.0,7157.0,0.0,
4/19/2024,QQQ,Buy Everything,458.0,9178.0,9178.0,0.0,
4/19/2024,QQQ,Buy Everything,459.0,9356.0,9356.0,0.0,
4/19/2024,QQQ,Buy Everything,460.0,9534.0,9534.0,0.0,
4/19/2024,QQQ,Buy Everything,461.0,8683.0,8683.0,0.0,
4/19/2024,QQQ,Buy Everything,462.0,7743.0,7743.0,0.0,
4/19/2024,QQQ,Buy Everything,463.0,7296.0,7296.0,0.0,
4/19/2024,QQQ,Buy Everything,464.0,7319.0,7319.0,0.0,
4/19/2024,QQQ,Buy Everything,465.0,7341.0,7341.0,0.0,
4/19/2024,QQQ,Buy Everything,466.0,7375.0,7375.0,0.0,
4/19/2024,QQQ,Buy Everything,467.0,7074.0,7074.0,0.0,
4/19/2024,QQQ,Buy Everything,468.0,6138.0,6138.0,0.0,
4/19/2024,QQQ,Buy Everything,469.0,5513.0,5513.0,0.0,
4/19/2024,QQQ,Buy Everything,470.0,4889.0,4889.0,0.0,
4/19/2024,QQQ,Buy Everything,471.0,4382.0,4382.0,0.0,
4/19/2024,QQQ,Buy Everything,472.0,4619.0,4619.0,0.0,
4/19/2024,QQQ,Buy Everything,473.0,4975.0,4975.0,0.0,
4/19/2024,QQQ,Buy Everything,474.0,5212.0,5212.0,0.0,
4/19/2024,QQQ,Buy Everything,475.0,5545.0,5545.0,0.0,
4/19/2024,QQQ,Buy Everything,476.0,5737.0,5737.0,0.0,
4/19/2024,QQQ,Buy Everything,477.0,5930.0,5930.0,0.0,
4/19/2024,QQQ,Buy Everything,478.0,6218.0,6218.0,0.0,
4/19/2024,QQQ,Buy Everything,479.0,6410.0,6410.0,0.0,
4/19/2024,QQQ,Buy Everything,480.0,6260.0,6260.0,0.0,
